,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,Area,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,Transaction_Price,Bathrooms,Furnishing,Parking,Year_built
24722,Dealer,0,0,2,BHK,832.2698774,1,1,"Kandivali (East),Maharashtra",19.1955,72.8728,15000000.0,2,Unfurnished,1,2019.0
24723,Dealer,0,1,3,BHK,1347.8413480000004,1,1,"Bhopura,Ghaziabad",28.698133,77.335746,3840000.0,3,Unfurnished,1,2013.0
24724,Dealer,0,1,3,BHK,1578.014184,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,6230000.0,3,Unfurnished,1,2017.0
24725,Dealer,0,0,2,BHK,969.8465879,1,1,"Sai Nagar,Mumbai",19.147239000000006,72.909927,5500000.0,2,Unfurnished,1,2016.0
24726,Dealer,0,0,3,BHK,1765.952437,1,1,"Yeshwanthpur,Bangalore",12.96991,77.59796,15000000.0,3,Unfurnished,1,2017.0
24727,Owner,0,0,3,BHK,1406.593407,1,1,"Palsana,Surat",21.08,72.98,3200000.0,3,Unfurnished,1,2010.0
24728,Owner,0,0,1,BHK,344.6601942,1,1,"Gangashahar,Bikaner",27.989682,73.298004,710000.0,1,Unfurnished,1,2010.0
24729,Dealer,0,1,2,BHK,1150.306748,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,3750000.0,2,Unfurnished,1,2013.0
24730,Owner,0,0,3,BHK,1400.0,1,1,"Lalarpura,Jaipur",26.91667,75.86667,3500000.0,3,Unfurnished,1,2014.0
24731,Owner,0,0,2,BHK,1200.0,1,1,"Sairam Avenue,Chennai",13.09,80.27,9000000.0,2,Unfurnished,1,2016.0
24732,Dealer,0,1,4,BHK,2169.522644,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,7090000.000000001,4,Unfurnished,1,2016.0
24733,Dealer,0,0,2,BHK,1050.006563,1,1,"Mulund (East),Mumbai",19.1649,72.9608,16000000.0,2,Unfurnished,1,2019.0
24734,Owner,0,0,3,BHK,1818.181818,1,1,"Tala Cauvery Layout,Bangalore",12.96991,77.59796,10000000.0,3,Unfurnished,1,2019.0
24735,Dealer,0,0,7,BHK,8199.932578,1,1,"Breach Candy,Lalitpur",18.972317,72.806327,900000000.0,7,Unfurnished,2,2019.0
24736,Owner,0,0,2,BHK,953.961012,1,1,"Bellandur,Bangalore",12.9255,77.6765,4600000.0,2,Unfurnished,1,2011.0
24737,Dealer,1,1,2,BHK,680.2721088,0,1,"Kiwale,Pune",18.658033,73.72012099999998,5000000.0,2,Unfurnished,1,
24738,Dealer,0,1,2,BHK,1201.05693,1,1,"Rajaji Nagar,Bangalore",12.9847,77.5491,10000000.0,2,Unfurnished,1,2017.0
24739,Dealer,1,0,1,BHK,530.0788955,0,1,"Belavali,Mumbai",18.728912,72.926902,2150000.0,1,Unfurnished,1,
24740,Dealer,0,0,3,BHK,1300.091771,1,1,"Jadavpur,Kolkata",22.494831,88.37056700000002,8500000.0,3,Unfurnished,1,2017.0
24741,Owner,0,0,2,BHK,900.1465355,1,1,"Boisar,Palghar",19.811319,72.76894,4300000.0,2,Unfurnished,1,2010.0
24742,Dealer,0,1,4,BHK,2534.318902,1,1,"Panvel,Lalitpur",18.966114,73.148278,12000000.0,4,Unfurnished,1,2017.0
24743,Dealer,0,0,2,BHK,1200.0,1,1,"Shri Nagar,Indore",22.729423,75.890451,4500000.0,2,Unfurnished,1,2011.0
24744,Dealer,1,0,2,BHK,1012.145749,0,1,"Hinjewadi,Pune",18.5853,73.7413,6500000.0,2,Unfurnished,1,
24745,Dealer,1,0,2,BHK,1099.932931,0,1,"Baner,Pune",18.558319,73.77588,8200000.0,2,Unfurnished,1,
24746,Owner,0,0,3,BHK,1436.007898,1,1,"Carmelaram,Bangalore",12.908037,77.705901,8000000.0,3,Unfurnished,1,2017.0
24747,Dealer,0,1,2,BHK,1066.666667,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,2880000.0,2,Unfurnished,1,2012.0
24748,Owner,0,0,3,BHK,1533.1747289999996,1,1,"Maragondanahalli,Bangalore",13.201247,77.580146,5800000.0,3,Unfurnished,1,2016.0
24749,Owner,0,0,3,BHK,1790.07323,1,1,"Thanisandra,Bangalore",13.055985,77.622157,11000000.0,3,Unfurnished,1,2019.0
24750,Dealer,1,1,3,BHK,1624.905087,0,1,"Sector-150 Noida,Noida",28.429614,77.481711,8560000.0,3,Unfurnished,1,
24751,Dealer,0,0,2,BHK,957.0957096,1,1,"Kannamangala,Bangalore",13.025845,77.770331,5800000.0,2,Unfurnished,1,2019.0
24752,Dealer,0,0,2,BHK,1069.230769,1,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,2780000.0,2,Unfurnished,1,2014.0
24753,Dealer,0,0,2,BHK,1075.05071,1,1,"Sector-74 Noida,Noida",28.577673,77.389781,5830000.0,2,Unfurnished,1,2016.0
24754,Owner,0,0,1,BHK,450.1969612,1,1,"Udvada,Valsad",20.486196,72.87591,800000.0,1,Unfurnished,1,2013.0
24755,Dealer,0,1,2,BHK,1028.080229,1,1,"Ghodbunder Road,Maharashtra",18.96,72.82,8970000.0,2,Unfurnished,1,2018.0
24756,Dealer,0,0,2,BHK,1000.0,1,1,"Chandivali,Lalitpur",24.69028,78.41889,21000000.0,2,Unfurnished,1,2017.0
24757,Dealer,0,0,3,BHK,1365.187713,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000002,5200000.0,3,Unfurnished,1,2016.0
24758,Owner,1,1,2,BHK,925.0693802,0,1,"Noida Extension,Noida",28.579004,77.431173,5000000.0,2,Unfurnished,1,
24759,Owner,0,0,2,BHK,1500.0,1,1,"Sunpharma Road,Vadodara",22.3,73.2,4200000.0,2,Unfurnished,1,2012.0
24760,Dealer,0,0,2,BHK,829.1673849,1,1,"Porur,Chennai",13.03478,80.15586,4810000.0,2,Unfurnished,1,2013.0
24761,Dealer,0,1,1,BHK,800.0,1,1,"Mulund (West),Mumbai",19.1759,72.9522,16000000.0,1,Unfurnished,1,2018.0
24762,Owner,0,0,3,BHK,1733.3333329999996,1,1,"Yeshwanthpur,Bangalore",12.96991,77.59796,13000000.0,3,Unfurnished,1,2019.0
24763,Owner,0,0,2,BHK,1000.0,1,1,"Hanumanpet,Secunderabad",17.45,78.5,4200000.0,2,Unfurnished,1,2012.0
24764,Dealer,0,0,2,BHK,1263.914143,1,1,"Bandra (West),Lalitpur",19.05444,72.84056,57000000.0,2,Unfurnished,1,2017.0
24765,Builder,0,1,2,BHK,969.9869508,1,0,"Hoshangabad Road,Bhopal",22.75,77.72,2230000.0,2,Unfurnished,1,2011.0
24766,Owner,0,0,2,BHK,648.011782,1,1,"Narhe,Pune",18.442587,73.829832,2200000.0,2,Unfurnished,1,2014.0
24767,Dealer,0,0,1,BHK,665.0,1,1,"Khadakpada,Lalitpur",24.69028,78.41889,3990000.0,1,Unfurnished,1,2012.0
24768,Owner,0,0,3,BHK,1200.0,1,1,"Devanahalli,Bangalore",13.23,77.7,6000000.0,3,Unfurnished,1,2019.0
24769,Owner,0,0,3,BHK,1377.75036,1,1,"Murarji Peth,Solapur",17.676937,75.893497,6700000.0,3,Unfurnished,1,2016.0
24770,Owner,0,0,3,BHK,1929.26045,1,1,"Kavundampalayam,Coimbatore",11.045655,76.935149,12000000.0,3,Unfurnished,1,2018.0
24771,Owner,0,0,2,BHK,950.1187648,1,1,"Keshwapur,Hubli",15.366381,75.151669,3200000.0,2,Unfurnished,1,2012.0
24772,Dealer,1,0,1,BHK,600.0282366,0,1,"Malad (West),Lalitpur",19.1849,72.8347,8500000.0,1,Unfurnished,1,
24773,Dealer,0,0,3,BHK,1600.0,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,6000000.0,3,Unfurnished,1,2017.0
24774,Dealer,1,1,2,BHK,684.9169152000002,0,0,"Chinchwad,Pune",18.627,73.7829,6430000.0,2,Unfurnished,1,
24775,Owner,0,0,3,BHK,1593.026751,1,1,"RM Park,Valsad",20.606469,72.913465,5300000.0,3,Unfurnished,1,2016.0
24776,Owner,1,1,3,BHK,590.034965,0,1,"Chachiyawas,Ajmer",26.574322,74.675365,1350000.0,3,Unfurnished,1,
24777,Dealer,0,0,1,BHK,486.1663573,1,1,"I C Colony,Mumbai",18.96667,72.83333,11000000.0,1,Unfurnished,1,2019.0
24778,Owner,0,0,2,BHK,800.0,1,1,"Guduvancheri,Chennai",12.842686,80.063733,2800000.0,2,Unfurnished,1,2014.0
24779,Dealer,0,1,2,BHK,1332.726564,1,1,"Worli,Lalitpur",19.0167,72.8167,41000000.0,2,Unfurnished,1,2019.0
24780,Dealer,1,0,3,BHK,1448.225923,0,1,"Magarpatta,Pune",18.510861,73.926175,14000000.0,3,Unfurnished,1,
24781,Dealer,0,1,1,BHK,404.4444444,1,1,"Nandpuri,Jaipur",26.426535,76.587393,1820000.0,1,Unfurnished,1,2012.0
24782,Owner,0,1,3,BHK,1285.288042,1,1,"Gattahalli,Bangalore",12.873639,77.697963,5600000.0,3,Unfurnished,1,2018.0
24783,Owner,0,1,3,BHK,1748.2808920000002,1,1,"Sector-93 A Noida,Noida",21.0,77.0,8390000.0,3,Unfurnished,1,2017.0
24784,Owner,0,0,2,BHK,1375.027722,1,1,"Sector 81 Faridabad,Faridabad",28.392679,77.344375,6200000.0,2,Unfurnished,1,2019.0
24785,Dealer,0,0,3,BHK,2400.0,1,1,"Civil Lines,Jaipur",26.473073,74.641793,18000000.0,3,Unfurnished,1,2016.0
24786,Builder,0,1,3,BHK,1503.793976,1,0,"Nagarbhavi,Bangalore",12.957468,77.516563,6540000.000000001,3,Unfurnished,1,2016.0
24787,Dealer,0,0,2,BHK,967.7419355,1,1,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,15000000.0,2,Unfurnished,1,2018.0
24788,Dealer,0,1,2,BHK,61348.02421,1,0,"Kolshet Road,Lalitpur",24.69028,78.41889,902000000.0,2,Unfurnished,1,2016.0
24789,Owner,0,1,3,BHK,1575.078754,1,1,"Hosa Road,Bangalore",12.863589,77.656426,9000000.0,3,Unfurnished,1,2016.0
24790,Owner,0,0,4,BHK,1554.356771,1,1,"Sector-47 Chandigarh,Chandigarh",30.73528,76.79111,17000000.0,4,Unfurnished,1,2017.0
24791,Owner,0,0,3,BHK,1369.863014,1,1,"Urapakkam,Chennai",12.86561,80.085466,6300000.0,3,Unfurnished,1,2017.0
24792,Dealer,1,0,3,BHK,1374.313941,0,1,"Singh More,Ranchi",23.35556,85.33471999999998,6260000.0,3,Unfurnished,1,
24793,Owner,0,0,2,BHK,1100.352113,1,1,"Hurhuru,Hazaribagh",23.968546,85.383545,2500000.0,2,Unfurnished,1,2014.0
24794,Owner,0,0,3,BHK,1424.095699,1,1,"Lokhra,Guwahati",26.109987,91.748271,10000000.0,3,Unfurnished,1,2019.0
24795,Owner,0,0,2,BHK,1007.879787,1,1,"Keelkattalai,Chennai",12.957707,80.18367099999998,5500000.0,2,Unfurnished,1,2017.0
24796,Dealer,0,0,3,BHK,1650.907999,1,1,"Egmore,Chennai",13.078,80.259,22000000.0,3,Unfurnished,1,2016.0
24797,Dealer,0,0,2,BHK,1189.296333,1,1,"Sector 76 Faridabad,Faridabad",28.365477,77.357795,3600000.0,2,Unfurnished,1,2014.0
24798,Dealer,0,0,3,BHK,1744.017053,1,1,"E M Bypass,Kolkata",22.54111,88.33778000000002,18000000.0,3,Unfurnished,1,2017.0
24799,Owner,0,0,3,BHK,1500.110302,1,1,"Munnekollal,Bangalore",12.96991,77.59796,6800000.0,3,Unfurnished,1,2016.0
24800,Dealer,0,1,2,BHK,1480.263158,1,1,"Sahastradhara Road,Dehradun",30.382066,78.123734,6300000.0,2,Unfurnished,1,2018.0
24801,Dealer,1,0,3,BHK,1528.8461539999996,0,1,"Tagore Nagar,Jaipur",26.893148,75.739769,7950000.0,3,Unfurnished,1,
24802,Dealer,1,1,2,BHK,1100.0,0,0,"Sector-150 Noida,Noida",28.429614,77.481711,6270000.0,2,Unfurnished,1,
24803,Dealer,0,0,2,BHK,1224.621334,1,1,"NH-8,Dharuhera",12.973237,77.64685899999998,3800000.0,2,Unfurnished,1,2012.0
24804,Owner,0,0,2,BHK,599.2385367,1,1,"Sector-45 Chandigarh,Chandigarh",30.707397,76.758706,3620000.0000000005,2,Unfurnished,1,2011.0
24805,Dealer,0,1,4,BHK,2758.836083,1,1,"JVLR,Mumbai",18.96667,72.83333,53000000.0,4,Unfurnished,1,2017.0
24806,Owner,0,0,3,BHK,1200.120012,1,1,"Balkeshwar Agra,Agra",27.163101,78.036661,4000000.0,3,Unfurnished,1,2010.0
24807,Dealer,0,1,4,BHK,5000.0,1,1,"Tardeo,Mumbai",18.9667,72.8167,550000000.0,4,Unfurnished,1,2019.0
24808,Dealer,0,0,2,BHK,1000.0,1,1,"Trimurti Nagar,Nagpur",21.111835,79.038732,4210000.0,2,Unfurnished,1,2010.0
24809,Dealer,0,0,2,BHK,517.7591384,1,1,"Veera Desai Road,Mumbai",18.96,72.82,15000000.0,2,Unfurnished,1,2019.0
24810,Owner,0,0,3,BHK,1250.0,1,1,"Govindpuri,Gwalior",26.205239,78.203214,4100000.0,3,Unfurnished,1,2012.0
24811,Dealer,0,0,3,BHK,1658.202923,1,1,"Sector-35E Kharghar,Mumbai",19.038205,73.06612,16000000.0,3,Unfurnished,1,2017.0
24812,Owner,0,0,3,BHK,1649.6465039999996,1,1,"Dhangarpura,Jalna",19.849289,75.90069799999998,4200000.0,3,Unfurnished,1,2014.0
24813,Owner,1,1,1,BHK,468.9521345,0,1,"Khedashi,Ratnagiri",17.018414,73.380636,1450000.0,1,Unfurnished,1,
24814,Dealer,0,1,3,BHK,1500.115393,1,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,6500000.0,3,Unfurnished,1,2017.0
24815,Dealer,0,0,3,BHK,1250.0,1,1,"Action Area 1D,Kolkata",22.574349,88.477785,6000000.0,3,Unfurnished,1,2019.0
24816,Owner,0,0,3,BHK,1300.0890470000004,1,1,"Angulimal Nagar Misal Layout,Nagpur",21.186804,79.105106,7300000.0,3,Unfurnished,1,2018.0
24817,Dealer,0,0,2,BHK,900.1956947000001,1,1,"Jagriti Vihar,Meerut",30.292178000000003,78.068793,2300000.0,2,Unfurnished,1,2013.0
24818,Dealer,1,1,1,BHK,390.9902252,0,0,"Panvel,Lalitpur",18.966114,73.148278,4600000.0,1,Unfurnished,1,
24819,Dealer,0,1,2,BHK,1014.301653,1,1,"Vijay Nagari,Mumbai",19.121226,72.880241,10000000.0,2,Unfurnished,1,2016.0
24820,Dealer,1,0,3,BHK,2476.609796,0,1,"Mohamadwadi,Pune",18.52361,73.84778,18000000.0,3,Unfurnished,1,
24821,Dealer,0,0,3,BHK,2095.118374,1,1,"New Town,Kolkata",22.5922,88.484911,10000000.0,3,Unfurnished,1,2017.0
24822,Owner,1,1,2,BHK,1120.0,0,1,"Paradesipalem,Visakhapatnam",17.7,83.25,4200000.0,2,Unfurnished,1,
24823,Owner,0,0,3,BHK,1800.0947420000002,1,1,"Sector-18 Vrindavan Colony,Lucknow",28.568846,77.324966,7600000.0,3,Unfurnished,1,2017.0
24824,Owner,0,0,3,BHK,1820.38835,1,1,"Saibaba Colony,Coimbatore",19.46304,76.434955,12000000.0,3,Unfurnished,1,2019.0
24825,Owner,0,0,3,BHK,1439.6021460000004,1,1,"Hennur,Bangalore",12.96991,77.59796,11000000.0,3,Unfurnished,1,2019.0
24826,Dealer,1,0,3,BHK,1534.782609,0,1,"Hebbal Kempapura,Bangalore",13.050999999999998,77.5962,7059999.999999999,3,Unfurnished,1,
24827,Dealer,0,0,4,BHK,1421.989648,1,1,"Santacruz (West),Mumbai",19.083336,72.83666,75000000.0,4,Unfurnished,1,2017.0
24828,Dealer,0,0,3,BHK,1458.1244869999996,1,1,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,16000000.0,3,Unfurnished,1,2017.0
24829,Owner,0,0,2,BHK,1199.517782,1,1,"Farande Nagar,Nanded",19.177269,77.287747,1989999.9999999998,2,Unfurnished,1,2010.0
24830,Dealer,1,1,1,BHK,750.0,0,1,"Ambernath West,Lalitpur",24.6902,78.416,3690000.0,1,Unfurnished,1,
24831,Owner,0,1,2,BHK,964.9404953,1,1,"NH-8,Neemrana",12.973237,77.64685899999998,3000000.0,2,Unfurnished,1,2012.0
24832,Owner,0,0,2,BHK,1100.323625,1,1,"Khamhardih,Raipur",21.372741,80.905985,1700000.0,2,Unfurnished,1,2011.0
24833,Dealer,1,1,2,BHK,572.8314239,0,0,"Kolshet Road,Lalitpur",24.69028,78.41889,8400000.0,2,Unfurnished,1,
24834,Owner,0,0,2,BHK,599.8956703,1,1,"Tansen Nagar,Gwalior",26.229974,78.179147,2300000.0,2,Unfurnished,1,2014.0
24835,Dealer,1,0,1,BHK,550.0550055,0,1,"Dombivli (East),Lalitpur",19.2167,73.0833,4000000.0,1,Unfurnished,1,
24836,Owner,0,0,1,BHK,650.0,1,1,"vasa vira society,Jamnagar",22.93941,69.9889,1300000.0,1,Unfurnished,1,2012.0
24837,Dealer,0,0,1,BHK,745.0006535,1,1,"Kharghar,Lalitpur",24.69028,78.41889,5700000.0,1,Unfurnished,1,2016.0
24838,Dealer,1,1,3,BHK,1800.106045,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,6790000.000000001,3,Unfurnished,1,
24839,Dealer,0,0,2,BHK,998.1422057,1,1,"Rahatani,Pune",18.602428,73.787111,5910000.0,2,Unfurnished,1,2018.0
24840,Owner,0,0,2,BHK,825.0825083,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000002,3500000.0,2,Unfurnished,1,2011.0
24841,Dealer,0,0,2,BHK,751.9310958,1,1,"Azad Nagar,Maharashtra",19.13057,72.833721,22000000.0,2,Unfurnished,1,2018.0
24842,Dealer,0,0,2,BHK,1500.0,1,1,"Altamount Road,Mumbai",42.049481,-87.681841,60000000.0,2,Unfurnished,1,2018.0
24843,Dealer,0,0,3,BHK,1709.573612,1,1,"Sector 12 Kharghar,Lalitpur",19.042483,73.06637099999998,17000000.0,3,Unfurnished,1,2017.0
24844,Dealer,0,0,2,BHK,779.8791187,1,1,"New Town,Kolkata",22.5922,88.484911,4000000.0,2,Unfurnished,1,2010.0
24845,Dealer,0,0,2,BHK,1013.077915,1,1,"Dahisar (East),Maharashtra",19.256471,72.868815,11000000.0,2,Unfurnished,1,2018.0
24846,Dealer,0,0,1,BHK,659.4581749,1,1,"Ramdev Park,Maharashtra",19.0266715,72.83954,5550000.0,1,Unfurnished,1,2017.0
24847,Dealer,0,1,3,BHK,1590.361446,1,1,"Uttarahalli,Bangalore",12.90579,77.54264,6600000.0,3,Unfurnished,1,2017.0
24848,Owner,1,1,3,BHK,1738.0312850000007,0,1,"Sector-79 Noida,Noida",28.558047,77.392752,11000000.0,3,Unfurnished,1,
24849,Dealer,0,0,3,BHK,1501.072194,1,1,"BEML Layout,Bangalore",13.116079999999998,78.13698000000002,8400000.0,3,Unfurnished,1,2019.0
24850,Dealer,0,0,3,BHK,1270.207852,1,1,"Dash Drone,Kolkata",22.54111,88.33778000000002,5500000.0,3,Unfurnished,1,2017.0
24851,Owner,0,0,3,BHK,1700.235417,1,1,"Ratan Lal Nagar,Kanpur",26.44589,80.28938199999997,6500000.0,3,Unfurnished,1,2017.0
24852,Dealer,0,0,2,BHK,1223.404255,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,3220000.0000000005,2,Unfurnished,1,2011.0
24853,Dealer,1,1,2,BHK,1041.016032,0,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,10000000.0,2,Unfurnished,1,
24854,Owner,0,0,2,BHK,1180.012041,1,1,"Main Road,Bangalore",28.776296,77.504595,9800000.0,2,Unfurnished,1,2017.0
24855,Dealer,1,1,2,BHK,958.5889571,0,1,"Badlapur,Maharashtra",19.163982,73.23688299999998,3750000.0,2,Unfurnished,1,
24856,Dealer,0,0,3,BHK,2315.261432,1,1,"Vesu,Surat",21.143354,72.770931,12000000.0,3,Unfurnished,1,2017.0
24857,Dealer,0,0,3,BHK,1440.057602,1,1,"G B Road,Lalitpur",24.104891,78.820348,12000000.0,3,Unfurnished,1,2018.0
24858,Dealer,0,1,3,BHK,1578.650099,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,5590000.0,3,Unfurnished,1,2016.0
24859,Dealer,0,1,3,BHK,1738.353035,1,1,"Mulund (West),Lalitpur",19.1759,72.9522,35000000.0,3,Unfurnished,1,2017.0
24860,Dealer,0,0,2,BHK,1170.128846,1,1,"Kopara,Maharashtra",21.268381,77.915674,8900000.0,2,Unfurnished,1,2016.0
24861,Dealer,1,0,3,BHK,1288.888889,0,1,"Rajarhat,Kolkata",22.54111,88.33778000000002,5220000.0,3,Unfurnished,1,
24862,Dealer,1,0,3,BHK,1378.043179,0,1,"Gola Road,Patna",25.61,85.14139,6000000.0,3,Unfurnished,1,
24863,Dealer,1,1,1,BHK,500.0,0,1,"Goregaon (West),Maharashtra",19.161955,72.839616,8500000.0,1,Unfurnished,1,
24864,Dealer,0,0,2,BHK,1150.251618,1,1,"Sama Savli Road,Vadodara",22.340396,73.19706,3200000.0,2,Unfurnished,1,2011.0
24865,Dealer,1,1,3,BHK,1625.1354279999996,0,1,"Sector-150 Noida,Noida",28.429614,77.481711,7500000.0,3,Unfurnished,1,
24866,Dealer,0,1,2,BHK,1151.719902,1,1,"Laxmi Nagar,Maharashtra",20.07911,73.911636,15000000.0,2,Unfurnished,1,2019.0
24867,Dealer,0,0,2,BHK,950.0,1,1,"Jyangra,Kolkata",22.610226,88.428003,2660000.0,2,Unfurnished,1,2012.0
24868,Dealer,0,0,1,BHK,650.0,1,1,"Sector 6 Kamothe,Mumbai",19.071818,72.98996700000002,5200000.0,1,Unfurnished,1,2016.0
24869,Dealer,0,0,2,BHK,1125.990268,1,1,"Malad (West),Lalitpur",19.1849,72.8347,28000000.0,2,Unfurnished,1,2016.0
24870,Dealer,0,1,3,BHK,1000.0,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,4000000.0,3,Unfurnished,1,2014.0
24871,Owner,0,0,2,BHK,1139.028476,1,1,"Sector 107 Noida,Noida",28.546788,77.37849399999998,6800000.0,2,Unfurnished,1,2019.0
24872,Dealer,1,1,1,BHK,380.0,0,0,"Sector-16 Ulwe,Lalitpur",28.409274,77.322293,3800000.0,1,Unfurnished,1,
24873,Owner,0,0,2,BHK,1050.119332,1,1,"Dadoji Kondadev nagar,Latur",18.389291,76.550969,2200000.0,2,Unfurnished,1,2014.0
24874,Owner,0,0,2,BHK,1038.781163,1,1,"Shatabdi Nagar,Meerut",21.23559,81.664565,3000000.0,2,Unfurnished,1,2012.0
24875,Owner,0,0,2,BHK,1261.9888939999996,1,1,"Pallavaram,Chennai",12.968,80.1502,10000000.0,2,Unfurnished,1,2016.0
24876,Dealer,0,0,3,BHK,1377.018044,1,1,"Jogeshwari (East),Maharashtra",19.1347,72.8553,29000000.0,3,Unfurnished,1,2019.0
24877,Dealer,0,0,1,BHK,700.0736919999998,1,1,"Sector 21 Ulwe,Lalitpur",28.5889,77.3352,5700000.0,1,Unfurnished,1,2016.0
24878,Dealer,0,1,1,BHK,487.012987,1,1,"Naini,Allahabad",25.3945,81.8615,1500000.0,1,Unfurnished,1,2014.0
24879,Owner,0,0,2,BHK,865.0125198999998,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,3800000.0,2,Unfurnished,1,2014.0
24880,Dealer,0,0,1,BHK,534.9544073,1,1,"Mira Bhayandar,Mumbai",19.259521,72.883037,4400000.0,1,Unfurnished,1,2012.0
24881,Dealer,0,0,2,BHK,1300.014445,1,1,"Ghatla,Lalitpur",24.69028,78.41889,27000000.0,2,Unfurnished,1,2017.0
24882,Owner,1,1,3,BHK,1225.259189,0,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,5200000.0,3,Unfurnished,1,
24883,Owner,0,0,3,BHK,1040.041602,1,1,"Ayanavaram,Chennai",13.0961,80.235,10000000.0,3,Unfurnished,1,2018.0
24884,Owner,0,0,1,BHK,650.1422186000002,1,1,"Desa Pathrunipalem,Visakhapatnam",17.638457,83.124941,1600000.0,1,Unfurnished,1,2014.0
24885,Dealer,0,1,1,BHK,833.6602588999998,1,1,"Wadala,Mumbai",31.292091,75.543763,17000000.0,1,Unfurnished,1,2019.0
24886,Owner,0,1,3,BHK,1675.28948,1,1,"Sector-143 Noida,Noida",28.5035,77.426447,6800000.0,3,Unfurnished,1,2019.0
24887,Dealer,0,0,3,BHK,1586.026902,1,1,"Saraswathi Nagar,Chennai",18.450979,79.137811,7900000.0,3,Unfurnished,1,2016.0
24888,Dealer,0,1,3,BHK,2426.763737,1,1,"Sector-102 Gurgaon,Gurgaon",28.479440000000004,76.971432,14000000.0,3,Unfurnished,1,2018.0
24889,Owner,0,0,2,BHK,1075.011945,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,4500000.0,2,Unfurnished,1,2011.0
24890,Dealer,1,1,2,BHK,762.0164127,0,0,"Hosahalli,Bangalore",12.993708,77.475989,7800000.0,2,Unfurnished,1,
24891,Dealer,0,1,3,BHK,2000.0,1,1,"Pimple Nilakh,Pune",18.576018,73.793901,17000000.0,3,Unfurnished,1,2017.0
24892,Owner,0,0,3,BHK,2000.0,1,1,"Mussoorie Road,Dehradun",30.4571,78.055,8500000.0,3,Unfurnished,1,2016.0
24893,Dealer,0,0,3,BHK,1200.0,1,1,"Dadar (West),Lalitpur",19.0201,72.8381,60000000.0,3,Unfurnished,1,2019.0
24894,Owner,0,1,3,BHK,1016.702977,1,1,"Gotal Pajri,Nagpur",21.0,79.0,2800000.0,3,Unfurnished,1,2014.0
24895,Dealer,1,1,3,BHK,1649.122807,0,0,"Sector-77 Gurgaon,Gurgaon",28.381414000000003,76.98137,9400000.0,3,Unfurnished,1,
24896,Dealer,0,0,3,BHK,2549.519514,1,1,"Doddakannelli,Bangalore",12.905538,77.694263,13000000.0,3,Unfurnished,1,2019.0
24897,Dealer,1,1,2,BHK,1238.019169,0,1,"Sulem Sarai,Allahabad",25.451221,81.788809,4650000.0,2,Unfurnished,1,
24898,Dealer,0,0,2,BHK,1200.1010609999996,1,1,"Pashan,Pune",18.5442,73.7948,9500000.0,2,Unfurnished,1,2016.0
24899,Dealer,1,1,4,BHK,4655.803126,0,1,"Padmanabhanagar,Bangalore",12.9155,77.5584,42000000.0,4,Unfurnished,1,
24900,Dealer,1,1,3,BHK,1776.859504,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,5590000.0,3,Unfurnished,1,
24901,Dealer,1,0,2,BHK,3600.0,0,1,"In Besa,Lalitpur",21.052588,79.052767,7920000.0,2,Unfurnished,1,
24902,Dealer,0,1,4,BHK,2224.059764,1,1,"Goregaon (East),Maharashtra",19.1615,72.8731,78000000.0,4,Unfurnished,1,2016.0
24903,Owner,0,0,3,BHK,1432.117625,1,1,"Kedari Nagar,Pune",18.484943,73.90424200000002,15000000.0,3,Unfurnished,1,2016.0
24904,Owner,0,0,2,BHK,1172.370089,1,1,"Madanayakahalli,Bangalore",12.96991,77.59796,3700000.0,2,Unfurnished,1,2010.0
24905,Owner,0,1,2,BHK,880.0393313999998,1,1,"Pirangut,Pune",18.5084,73.6892,3579999.9999999995,2,Unfurnished,1,2013.0
24906,Dealer,0,0,3,BHK,1900.036945,1,1,"Chembur,Lalitpur",19.05871,72.89969,36000000.0,3,Unfurnished,1,2016.0
24907,Dealer,0,0,2,BHK,829.8755187,1,1,"New Town,Kolkata",22.5922,88.484911,4200000.0,2,Unfurnished,1,2012.0
